"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970123754742333440",2018-03-04 02:28:21,"x3511235892","tayscott14","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6119,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970123700019351552",2018-03-04 02:28:08,"x386210048","Debbiemz87","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6119,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970123689424375808",2018-03-04 02:28:06,"x846568675721134080","debthebeader58","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6119,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970123688040370177",2018-03-04 02:28:05,"x471583425","Ho_Factor","@AwkwardKittyInc On the real though, reading this made me remember the time I brought you flu meds and stuff to stay hydrated to you when you were S I C K 
&lt;3 &lt;3","Twitter Web Client",150,"x970122151830441984","x471583425","Ho_Factor",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x3199371770","AwkwardKittyInc","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970123640325988352",2018-03-04 02:27:54,"x827119701243346944","HennyGodQuis","The flu is the devil hopefully a speedy recovery for my baby girl","Twitter for iPhone",65,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970123605194477568",2018-03-04 02:27:46,"x1272655616","sarieflores","So 2 out of my 3 kids are sick and I’m barely getting over my flu. I just hate seeing them look all miserable 😔","Twitter for iPhone",111,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json","Chicago","Chicago, IL","city","United States","US",,,"-87.940033 -87.523993 -87.523993 -87.940033 41.644102 41.644102 42.0230669 42.0230669"
"x970123433387245568",2018-03-04 02:27:05,"x918975805761318912","NeapolitanCat","Don't have any new art to post since the flu has slowed things down but here have this meme #furry #WreckItRalph2 #wreckitralphmeme #WreckItRalph2bunny https://t.co/0xYPWi41nz","Twitter for Android",151,,,,FALSE,FALSE,0,0,"furry WreckItRalph2 wreckitralphmeme WreckItRalph2bunny",,,,,"http://pbs.twimg.com/media/DXaSHgfVoAAeMaj.jpg","https://t.co/0xYPWi41nz","https://twitter.com/NeapolitanCat/status/970123433387245568/photo/1","photo","http://pbs.twimg.com/media/DXaSHgfVoAAeMaj.jpg","https://t.co/0xYPWi41nz","https://twitter.com/NeapolitanCat/status/970123433387245568/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970123312343941122",2018-03-04 02:26:36,"x595180462","kirkwolc","Tomorrow, Monday in Mineral Wells https://t.co/UrdAdaWWF4","Facebook",57,,,,FALSE,FALSE,0,0,,,"fb.me/Nm2qQMNl","https://t.co/UrdAdaWWF4","https://fb.me/Nm2qQMNl",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970123310829891589",2018-03-04 02:26:35,"x27734849","QuentinHeidt","Just hooped for the first time since I had the flu. Let me tell you, I have no legs and no lungs anymore. The flu robs you of any energy. Felt good to be back though","Twitter for iPhone",165,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970123281201168384",2018-03-04 02:26:28,"x792435284960956420","sofia_rivero00","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6119,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970123229439385600",2018-03-04 02:26:16,"x30264876","mamakit777","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPad",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6119,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970123127135989761",2018-03-04 02:25:52,"x911071729","WhoLeahhh","Binge watching Grey's Anatomy.. Flu life..","Twitter for Android",42,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/960993b9cfdffda9.json","Bakersfield","Bakersfield, CA","city","United States","US",,,"-119.172179 -118.878147 -118.878147 -119.172179 35.255821 35.255821 35.4379816 35.4379816"
"x970123046488039425",2018-03-04 02:25:32,"x1253781631","Joshpetersen6","RT @JGhosty: Jeeze, I don't think I've ever been off stream for so long. This flu is hitting me hard. I'll think I'm getting better, and th…","Twitter Web Client",140,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,"x231534898","JGhosty","en",,,,,,,,,,,,,,,,"x970118260439027712","Jeeze, I don't think I've ever been off stream for so long. This flu is hitting me hard. I'll think I'm getting better, and then start to feel worse. Miss you guys! Sorry I've been away...just resting all day &lt;3",2018-03-04 02:06:31,,125,"x231534898","JGhosty","Jessica",97405,530,26552,"Chicago, IL","@Twitch Partner. Manager for @Ninja   Business Inquiries: Jghosty@yahoo.com",FALSE,,,,,,,,,
"x970122910127001600",2018-03-04 02:25:00,"x28635395","CBS58","Worst of bad US flu season finally over as illnesses decline
https://t.co/N7XjcQJTFw","TweetDeck",84,,,,FALSE,FALSE,0,0,,,"cbs58.com/news/worst-of-…","https://t.co/N7XjcQJTFw","http://www.cbs58.com/news/worst-of-bad-us-flu-season-finally-over-as-illnesses-decline",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122731730563072",2018-03-04 02:24:17,"x60197165","CitizenJD","RT @kgwntv: Worst of bad US flu season is over as illnesses decline https://t.co/vXMUHOVHIx","Twitter for iPad",91,,,,FALSE,TRUE,0,1,,,"kgwn.tv/content/news/W…","https://t.co/vXMUHOVHIx","http://www.kgwn.tv/content/news/Worst-of-bad-US-flu-season-is-over-as-illnesses-decline-475667353.html",,,,,,,,,"x34353217","kgwntv","en",,,,,,,,,,,,,,,,"x969857918832205824","Worst of bad US flu season is over as illnesses decline https://t.co/vXMUHOVHIx",2018-03-03 08:52:01,,0,"x34353217","kgwntv","CBS NewsChannel 5",3193,286,22152,"Cheyenne,WY","Your Station",TRUE,,,,,,,,,
"x970122679905796097",2018-03-04 02:24:05,"x2804804574","TheLaborCoach","My turn with the stomach flu today. Puke and rally has taken on a whole new meaning as a mom.","Twitter for iPhone",93,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122646925991936",2018-03-04 02:23:57,"x3148082450","MikePanicxxx","@KiwiCoulis Hahahaha, when it comes to stomach flu my system is equal opportunity.","Twitter for Android",70,"x970121551566852096","x3244641226","KiwiCoulis",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x3244641226","KiwiCoulis","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122633953075202",2018-03-04 02:23:54,"x800501342653399040","TheNYevening","RT @TheNYevening: CDC Doctor: ‘Disastrous’ Flu Shot Is Causing Deadly Flu Outbreak https://t.co/9Ia2IHJWYb https://t.co/WYQxmMsHS0","Twitter Web Client",130,,,,FALSE,TRUE,0,22,,,"nyeveningnews.com/2018/03/03/cdc…","https://t.co/9Ia2IHJWYb","http://nyeveningnews.com/2018/03/03/cdc-doctor-disastrous-flu-shot-causing-deadly-flu-outbreak/","http://pbs.twimg.com/media/DXXMoDqWkAEqQqN.jpg","https://t.co/WYQxmMsHS0","https://twitter.com/TheNYevening/status/969906293908623361/photo/1","photo","http://pbs.twimg.com/media/DXXMoDqWkAEqQqN.jpg","https://t.co/WYQxmMsHS0","https://twitter.com/TheNYevening/status/969906293908623361/photo/1",,"x800501342653399040","TheNYevening","en",,,,,,,,,,,,,,,,"x969906293908623361","CDC Doctor: ‘Disastrous’ Flu Shot Is Causing Deadly Flu Outbreak https://t.co/9Ia2IHJWYb https://t.co/WYQxmMsHS0",2018-03-03 12:04:15,,8,"x800501342653399040","TheNYevening","The NY Evening",9641,10492,8238,"New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.",FALSE,,,,,,,,,
"x970122627355463680",2018-03-04 02:23:53,"x325287513","JoePasquarello","@irisbrossard Thats what the flu shot will do to you... https://t.co/Emgq4Qm5Nv","Twitter Web Client",41,"x970120471239852032","x49043319","irisbrossard",FALSE,FALSE,1,0,,,,,,"http://pbs.twimg.com/tweet_video_thumb/DXaRYJjUQAAZEiH.jpg","https://t.co/Emgq4Qm5Nv","https://twitter.com/JoePasquarello/status/970122627355463680/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DXaRYJjUQAAZEiH.jpg","https://t.co/Emgq4Qm5Nv","https://twitter.com/JoePasquarello/status/970122627355463680/photo/1",,"x49043319","irisbrossard","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122614416044033",2018-03-04 02:23:49,"x847905038","CAROLUNDERHILL1","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPhone",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6119,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970122611316477953",2018-03-04 02:23:49,"x940759657148223491","Dalcow4life","RT @blakeshelton: Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…","Twitter for iPad",140,,,,FALSE,TRUE,0,435,,,,,,,,,,,,,,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,"x970049175428706315","Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone a show and I apologize to everyone who had their Saturday night plans to spend it with me and the other Freaks on the “Country Music Freaks” Tour.",2018-03-03 21:32:00,,6119,"x14920785","blakeshelton","Blake Shelton",20852166,709,10608,"Tishomingo, Ok","The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS too)",TRUE,,,,,,,,,
"x970122515270967296",2018-03-04 02:23:26,"x2236253395","MidCityTim","@CRBNewsPhotos Hopefully it'll stay upper. My dad got the flu on Christmas and almost died. I hope you feel better real soon!","Flamingo for Android",110,"x970122163377225728","x1252821062","CRBNewsPhotos",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x1252821062","CRBNewsPhotos","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122445972676609",2018-03-04 02:23:09,"x1686617028","Johnrockdoc","RT @picardonhealth: Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza","Twitter for iPhone",131,,,,FALSE,TRUE,0,3,"Influenza",,"cbc.ca/news/health/fl…","https://t.co/iFpEKkeABp","http://www.cbc.ca/news/health/flu-children-1.4560066",,,,,,,,,"x252794509 16341166 18999585 726103488","picardonhealth PHAC_GC CBCHealth epaultaylor","en",,,,,,,,,,,,,,,,"x970065583965433856","Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza",2018-03-03 22:37:12,,4,"x252794509","picardonhealth","André Picard",70520,1504,93774,"Montréal","André Picard is the health columnist at The Globe and Mail. I tweet and RT about health issues, running and journalism. RTs not endorsements, etc.",TRUE,,,,,,,,,
"x970122412112187397",2018-03-04 02:23:01,"x114949021","patbishop100","Hope for universal flu vaccine raised https://t.co/Zv1VpF0MlO","Facebook",61,,,,FALSE,FALSE,0,0,,,"fb.me/1Co0WNJCh","https://t.co/Zv1VpF0MlO","https://fb.me/1Co0WNJCh",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122253508730881",2018-03-04 02:22:23,"x15392053","CBSSacramento","The End Is Near: Flu Has 'Definitely Peaked' For The 2017-18 Season https://t.co/RLkMaIzxZZ","SocialNewsDesk",91,,,,FALSE,FALSE,0,0,,,"cbsloc.al/2I2ULem","https://t.co/RLkMaIzxZZ","http://cbsloc.al/2I2ULem",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122194415046656",2018-03-04 02:22:09,"x632576154","KimsCravings","RT @sammyapproves: #AD These are great to have during cold and flu season to keep the germs away! Such a great deal at Target too &gt;&gt;&gt; https…","RC Space Scheduler",149,,,,FALSE,TRUE,0,156,"AD",,,,,,,,,,,,,"x91135990","sammyapproves","en",,,,,,,,,,,,,,,,"x968821380547428353","#AD These are great to have during cold and flu season to keep the germs away! Such a great deal at Target too &gt;&gt;&gt; https://t.co/0FJcg5ubtJ

#Deals #MomLife #Shopping https://t.co/13Ok9X4C6M",2018-02-28 12:13:11,,27,"x91135990","sammyapproves","Sammy Approves",27406,21975,78193,"Southern California","I'm Sammy! Wife & #SoCal #Mom of 3 cute kids. I ❤️ being a #SAHM and sharing my ideas for #FamilyFun, #Travel, #Parenting, & #Motherhood w/ you!",FALSE,,,,,,,,,
"x970122191743475712",2018-03-04 02:22:09,"x512327871","theeleanordavis","RT @TheNYevening: CDC Doctor, Who Claimed #flushot Caused Outbreak, Missing Feared Dead https://t.co/aLpxq3QyBA https://t.co/nknOL0DoPm","Twitter for iPad",135,,,,FALSE,TRUE,0,39,"flushot",,"nyeveningnews.com/2018/02/27/cdc…","https://t.co/aLpxq3QyBA","http://nyeveningnews.com/2018/02/27/cdc-doctor-claimed-flu-shot-caused-outbreak-missing-feared-dead/","http://pbs.twimg.com/media/DXEDxIrWsAANmh7.jpg","https://t.co/nknOL0DoPm","https://twitter.com/TheNYevening/status/968559577452154880/photo/1","photo","http://pbs.twimg.com/media/DXEDxIrWsAANmh7.jpg","https://t.co/nknOL0DoPm","https://twitter.com/TheNYevening/status/968559577452154880/photo/1",,"x800501342653399040","TheNYevening","en",,,,,,,,,,,,,,,,"x968559577452154880","CDC Doctor, Who Claimed #flushot Caused Outbreak, Missing Feared Dead https://t.co/aLpxq3QyBA https://t.co/nknOL0DoPm",2018-02-27 18:52:52,,27,"x800501342653399040","TheNYevening","The NY Evening",9641,10492,8238,"New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.",FALSE,,,,,,,,,
"x970122110713638913",2018-03-04 02:21:49,"x20789471","OUSoonerQueen","@blakeshelton Sorry to hear you have the flu. I hope you feel better soon. https://t.co/Ht8zp1GWg7","Twitter Web Client",74,,"x14920785","blakeshelton",FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/DXaQ0bMV4AAQP7s.jpg","https://t.co/Ht8zp1GWg7","https://twitter.com/OUSoonerQueen/status/970122110713638913/photo/1","photo","http://pbs.twimg.com/media/DXaQ0bMV4AAQP7s.jpg","https://t.co/Ht8zp1GWg7","https://twitter.com/OUSoonerQueen/status/970122110713638913/photo/1",,"x14920785","blakeshelton","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970122069311594496",2018-03-04 02:21:39,"x1226684454","Desert_Nocturne","@James_Corck Sounds like the flu. It's particularly bad this year. I hope you feel better soon.","Flamingo for Android",82,"x970115326850535424","x232652437","James_Corck",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x232652437","James_Corck","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
