"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x970111670679896070",2018-03-04 01:40:20,"x63630808","NolanRandall14","It’s my birthday weekend and I’m sitting at home on my couch feeling like I’m dying of Influenza A 🙄","Twitter for iPhone",100,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970111607643820032",2018-03-04 01:40:05,"x862770454616043520","whyglobalhealth","RT @Ionexx_RD: ION7 - #NanoSilver for #Life

https://t.co/gb2KCAFCvw

#ColloidalSilver
#health #healthcare #treatyoself #lifestyle #menshea…","GlobalHealth Tweets",140,,,,FALSE,TRUE,0,2,"NanoSilver Life ColloidalSilver health healthcare treatyoself lifestyle",,"crwd.fr/2Fcoy24","https://t.co/gb2KCAFCvw","http://crwd.fr/2Fcoy24",,,,,,,,,"x930601886490619904","Ionexx_RD","en",,,,,,,,,,,,,,,,"x970110217957625856","ION7 - #NanoSilver for #Life

https://t.co/gb2KCAFCvw

#ColloidalSilver
#health #healthcare #treatyoself #lifestyle #menshealth #selfcare #Healing #flu #flu2018 #travel #influenza #HealthTech #HealthTip #globalhealth #wellness #Saturday #medicine #womenshealth #repost #repost #rt",2018-03-04 01:34:34,,2,"x930601886490619904","Ionexx_RD","Ben Pate",916,1056,741,"San Antonio","Director of R&D at IONEXX. We are the world leader with innovations in Ultrasonic Nano Silver Generator & EquaFlow v2 Water Filters.",FALSE,,,,,,,,,
"x970110595663097861",2018-03-04 01:36:04,"x744600139264851970","mlvanbrit","RT @Shasta77777: Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to…","Twitter for iPhone",139,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,"x382513323 146569971","Shasta77777 CDCgov","en",,,,,,,,,,,,,,,,"x969695249541943296","Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to focus on the media manufactured fake opiate “crisis” that doesn’t exist. What’s wrong with this picture? 

@CDCDirector @DebHouryCDC 
#shareourpain",2018-03-02 22:05:38,,32,"x382513323","Shasta77777","Shasta Rayne",737,348,3480,"USA","Mother and wife. I suffer from dermatomyositis with CP. I’m ready to fight for our rights to a pain free life using opiates. I'm not happy with PROP CDC FDA DEA",FALSE,,,,,,,,,
"x970110217957625856",2018-03-04 01:34:34,"x930601886490619904","Ionexx_RD","ION7 - #NanoSilver for #Life

https://t.co/gb2KCAFCvw

#ColloidalSilver
#health #healthcare #treatyoself #lifestyle #menshealth #selfcare #Healing #flu #flu2018 #travel #influenza #HealthTech #HealthTip #globalhealth #wellness #Saturday #medicine #womenshealth #repost #repost #rt","Crowdfire - Go Big",280,,,,FALSE,FALSE,2,2,"NanoSilver Life ColloidalSilver health healthcare treatyoself lifestyle menshealth selfcare Healing flu flu2018 travel influenza HealthTech HealthTip globalhealth wellness Saturday medicine womenshealth repost repost rt",,"crwd.fr/2Fcoy24","https://t.co/gb2KCAFCvw","http://crwd.fr/2Fcoy24",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970109691220111360",2018-03-04 01:32:28,"x296511681","CedarviewAH","An update on canine influenza in Canada:... https://t.co/YkKdqE7p3k","Facebook",67,,,,FALSE,FALSE,0,0,,,"fb.me/9nsOlQ9Mu","https://t.co/YkKdqE7p3k","https://fb.me/9nsOlQ9Mu",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970108806591115265",2018-03-04 01:28:57,"x3040061347","LiuLab4Virology","RT @profvrr: There is growing evidence that various human and avian #influenza viruses can enter the body via the eye - by @GertrudRey at v…","Twitter for Android",140,,,,FALSE,TRUE,0,17,"influenza",,,,,,,,,,,,,"x14095644 397684522","profvrr GertrudRey","en",,,,,,,,,,,,,,,,"x969543160333590529","There is growing evidence that various human and avian #influenza viruses can enter the body via the eye - by @GertrudRey at virology blog https://t.co/MWnF3n3qGg #virus",2018-03-02 12:01:17,,36,"x14095644","profvrr","Vincent Racaniello",12557,330,7096,"NYC","Earth's virology professor, https://t.co/aw1tQ5VRq8 host",FALSE,,,,,,,,,
"x970108362728681472",2018-03-04 01:27:12,"x38550286","KirstinaColonna","RT @KaySmythe: Only patient admitted to the medical center with Influenza B who is still walking and talking and cracking jokes. Thank you…","Twitter for iPhone",139,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x25404271","KaySmythe","en",,,,,,,,,,,,,,,,"x970013948685594624","Only patient admitted to the medical center with Influenza B who is still walking and talking and cracking jokes. Thank you #veganism",2018-03-03 19:12:02,,1,"x25404271","KaySmythe","Kay Smythe",456,315,4842,"Los Angeles, CA","Cannabis and Sociological Scientist / Co-founder of The Action Bank",FALSE,,,,,,,,,
"x970106288033189889",2018-03-04 01:18:57,"x30974896","kidoctr","@NancyARandazzo @janem1276 @carlsmythe @2ndfor1st @VaccineInjuries @VaccineInjury Benign congenital neonatal hypotonia, acute flaccid paralysis, &amp; guillain barre syndrome are all different/distinct disorders.  Only GBS is on VICP table for influenza #vaccine which isn't even given to child until 6 months of age.  Seriously, your lack of education is telling.","Twitter Web Client",282,"x970105565576941569","x58080342","NancyARandazzo",FALSE,FALSE,3,0,"vaccine",,,,,,,,,,,,,"x58080342 111888966 227117166 385827528 4895846661 21412842","NancyARandazzo janem1276 carlsmythe 2ndfor1st VaccineInjuries VaccineInjury","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970105258415394816",2018-03-04 01:14:51,"x3120973128","treasner9901","RT @EverydayHealth: The early symptoms of this disease often resembles signs of the flu or influenza infection, including... https://t.co/j…","Twitter for Android",140,,,,FALSE,TRUE,0,6,,,,,,,,,,,,,,"x17393790","EverydayHealth","en",,,,,,,,,,,,,,,,"x969932424875520001","The early symptoms of this disease often resembles signs of the flu or influenza infection, including... https://t.co/j71NhiyvEv 

- Fever
- Chills or sweats
- Body aches
- Muscle and joint pain
- Fatigue
- Nausea https://t.co/hcdtNZYN42",2018-03-03 13:48:05,,8,"x17393790","EverydayHealth","Everyday Health",536201,4655,114025,"United States","Everyday Health is here to help you take better care of yourself & your family through powerful weight-loss tools, expert advice & health news and information.",TRUE,,,,,,,,,
"x970104008026345472",2018-03-04 01:09:53,"x25520212","nerdynurse","RT @Shasta77777: Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to…","Twitter for Android",139,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,"x382513323 146569971","Shasta77777 CDCgov","en",,,,,,,,,,,,,,,,"x969695249541943296","Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to focus on the media manufactured fake opiate “crisis” that doesn’t exist. What’s wrong with this picture? 

@CDCDirector @DebHouryCDC 
#shareourpain",2018-03-02 22:05:38,,32,"x382513323","Shasta77777","Shasta Rayne",737,348,3480,"USA","Mother and wife. I suffer from dermatomyositis with CP. I’m ready to fight for our rights to a pain free life using opiates. I'm not happy with PROP CDC FDA DEA",FALSE,,,,,,,,,
"x970102599742644224",2018-03-04 01:04:18,"x594190877","Ben_On_The_Moon","Today I've slept 4am-9am, 11am-2pm, and 5pm-7pm. I think I might have ye olde influenza and I need a masked plague doctor to leech me on up","Twitter for Android",139,"x970101549119787008","x594190877","Ben_On_The_Moon",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970099818109587456",2018-03-04 00:53:14,"x330545729","AubreeKarlin","Tylee calls candy corn “unicorn horns”... someone come get theyyy woman. She also has influenza and strep. I’m sure you’ll wanna keep her. 😅","Twitter for iPhone",140,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970098117789061120",2018-03-04 00:46:29,"x3275167891","ChronicallyKoa","RT @Shasta77777: Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to…","Twitter for Android",139,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,"x382513323 146569971","Shasta77777 CDCgov","en",,,,,,,,,,,,,,,,"x969695249541943296","Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to focus on the media manufactured fake opiate “crisis” that doesn’t exist. What’s wrong with this picture? 

@CDCDirector @DebHouryCDC 
#shareourpain",2018-03-02 22:05:38,,32,"x382513323","Shasta77777","Shasta Rayne",737,348,3480,"USA","Mother and wife. I suffer from dermatomyositis with CP. I’m ready to fight for our rights to a pain free life using opiates. I'm not happy with PROP CDC FDA DEA",FALSE,,,,,,,,,
"x970096368953020416",2018-03-04 00:39:32,"x761328485222658048","BonnieD87703006","RT @NBCNews: FLU SEASON IS NOT OVER YET: Three states had minimal influenza activity, but illnesses are still widespread across much of the…","Twitter for Android",140,,,,FALSE,TRUE,0,66,,,,,,,,,,,,,,"x14173315","NBCNews","en",,,,,,,,,,,,,,,,"x969770735450443776","FLU SEASON IS NOT OVER YET: Three states had minimal influenza activity, but illnesses are still widespread across much of the country. 

Read more: https://t.co/xP2StZwpl1 https://t.co/ockVU4SGlc",2018-03-03 03:05:35,,71,"x14173315","NBCNews","NBC News",5887402,2813,139533,"New York, NY","The leading source of global news and info for more than 75 years. Snapchat: https://t.co/suOkoNb0KE",TRUE,,,,,,,,,
"x970096003763273729",2018-03-04 00:38:05,"x2422129050","SaintSeiyasses","@_amazingferret A month of influenza can change a man","Twitter Web Client",37,"x970095782396399616","x35195541","_amazingferret",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x35195541","_amazingferret","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970095792362086408",2018-03-04 00:37:15,"x35376068","CarolynColson","RT @Shasta77777: Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to…","Twitter for iPad",139,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,"x382513323 146569971","Shasta77777 CDCgov","en",,,,,,,,,,,,,,,,"x969695249541943296","Just reported on the radio that there were 17 more pediatric deaths last week due to influenza. Yet the @CDCgov wishes to focus on the media manufactured fake opiate “crisis” that doesn’t exist. What’s wrong with this picture? 

@CDCDirector @DebHouryCDC 
#shareourpain",2018-03-02 22:05:38,,32,"x382513323","Shasta77777","Shasta Rayne",737,348,3480,"USA","Mother and wife. I suffer from dermatomyositis with CP. I’m ready to fight for our rights to a pain free life using opiates. I'm not happy with PROP CDC FDA DEA",FALSE,,,,,,,,,
"x970092122404741121",2018-03-04 00:22:40,"x2307167377","richardkanowitz","RT @famfightflu: The @aafp webinar on ""Benefits of the Influenza Vaccine for Adults 65 and Older"" is an excellent resource which provides f…","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x44675315 14500190","famfightflu aafp","en",,,,,,,,,,,,,,,,"x969692827977437184","The @aafp webinar on ""Benefits of the Influenza Vaccine for Adults 65 and Older"" is an excellent resource which provides family physicians w/ updated info on #flu #vaccines and prepares them to boost immunization rates within their practice. Learn more: https://t.co/Bi1MWJtWN9",2018-03-02 21:56:00,,1,"x44675315","famfightflu","FamiliesFightingFlu",1858,1335,2259,"Arlington, VA","Families Fighting Flu is a nonprofit, 501(c)(3) volunteer-based advocacy organization dedicated to protecting all children against influenza and saving lives.",TRUE,,,,,,,,,
"x970080690569015296",2018-03-03 23:37:14,"x23289689","DeanGoodman","99 years ago this weekend. #influenza https://t.co/Py8GcmOWbK","Twitter Web Client",37,,,,FALSE,FALSE,1,0,"influenza",,,,,"http://pbs.twimg.com/media/DXZrCH-VQAAdQeB.jpg","https://t.co/Py8GcmOWbK","https://twitter.com/DeanGoodman/status/970080690569015296/photo/1","photo","http://pbs.twimg.com/media/DXZrCH-VQAAdQeB.jpg","https://t.co/Py8GcmOWbK","https://twitter.com/DeanGoodman/status/970080690569015296/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970080578006650880",2018-03-03 23:36:47,"x14282877","daunerparty","@kaptainkr Influenza... the gift that keeps on giving. #bummerdude","Twitter for iPhone",55,"x969575113204162560","x440955202","kaptainkr",FALSE,FALSE,0,0,"bummerdude",,,,,,,,,,,,,"x440955202","kaptainkr","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/8e9665cec9370f0f.json","Minneapolis","Minneapolis, MN","city","United States","US",,,"-93.329515 -93.194578 -93.194578 -93.329515 44.889964 44.889964 45.051257 45.051257"
"x970079713669648385",2018-03-03 23:33:21,"x761677734015795200","FerretsGuide","Ferret's viral diseases include canine distemper and influenza.","TongueApp",63,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970077893828186114",2018-03-03 23:26:07,"x745606000376422400","EvilsSweetheart","@Evil_Unleashed @Bonnie_Boo_Bear *shaking my head, my eyes wide* No way! That'd be too easy! No, instead, weeks before this, Rebekah had been working in the sick ward of a hospital in New Orleans. It was during the 1818 Spanish Influenza outbreak. There was this nurse that was working there with Rebekah. Her -","Twitter Web Client",278,"x970077361197731840","x908433896404119553","Evil_Unleashed",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x908433896404119553 919705716704907264","Evil_Unleashed Bonnie_Boo_Bear","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970073607245266945",2018-03-03 23:09:05,"x124511558","glacialridge","For people with heart failure, getting a seasonal influenza (flu) vaccine was associated with a 50% drop in the risk of death during flu season and a 20% drop in the risk of death during the rest of the year. It’s not too late to get a flu vaccine!  https://t.co/kjBLH1i9vS","Sprout Social",273,,,,FALSE,FALSE,1,0,,,"glacialridge.org/flu-vaccine-cu…","https://t.co/kjBLH1i9vS","https://glacialridge.org/flu-vaccine-cuts-death-risk-in-half-heart-failure-patients/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970073413074214912",2018-03-03 23:08:19,"x722817945575919616","GradSchoolSinai","This year’s deadly #flu season has given drugmakers a sense of urgency in the war on the ever-mutating #influenza #virus: Dr. Peter Palese weighs in on new #vaccines in the works. https://t.co/zMagHWmHe2","Twitter Web Client",203,,,,FALSE,FALSE,0,0,"flu influenza virus vaccines",,"bloom.bg/2CqJrcd","https://t.co/zMagHWmHe2","https://bloom.bg/2CqJrcd",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970072159333822466",2018-03-03 23:03:20,"x2753630935","Jamie_M_17","RT @ArkansasOnline: 2nd virus strain in air as influenza cases peak. How long the virus will continue spreading: https://t.co/4YvRCsqxBa ht…","Twitter for iPhone",140,,,,FALSE,TRUE,0,1,,,"arkansasonline.com/news/2018/mar/…","https://t.co/4YvRCsqxBa","http://www.arkansasonline.com/news/2018/mar/03/2nd-virus-strain-in-air-as-influenza-ca/",,,,,,,,,"x25354366","ArkansasOnline","en",,,,,,,,,,,,,,,,"x970071346062520320","2nd virus strain in air as influenza cases peak. How long the virus will continue spreading: https://t.co/4YvRCsqxBa https://t.co/PTOWXCe1DA",2018-03-03 23:00:06,,0,"x25354366","ArkansasOnline","AR Democrat-Gazette",68413,92,146375,"Little Rock, AR","Arkansas Online • Website of the Arkansas Democrat-Gazette. http://t.co/eGuR1DJ5wC  #ArkDG",TRUE,,,,,,,,,
"x970071591420923906",2018-03-03 23:01:05,"x1949132852","biorxivpreprint","Humidity as a non-pharmaceutical intervention for influenza A  https://t.co/GKYcVs3kfC #bioRxiv","biorxiv_connect",95,,,,FALSE,FALSE,2,0,"bioRxiv",,"biorxiv.org/cgi/content/sh…","https://t.co/GKYcVs3kfC","http://biorxiv.org/cgi/content/short/273870v1",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970071346062520320",2018-03-03 23:00:06,"x25354366","ArkansasOnline","2nd virus strain in air as influenza cases peak. How long the virus will continue spreading: https://t.co/4YvRCsqxBa https://t.co/PTOWXCe1DA","Buffer",116,,,,FALSE,FALSE,0,1,,,"arkansasonline.com/news/2018/mar/…","https://t.co/4YvRCsqxBa","http://www.arkansasonline.com/news/2018/mar/03/2nd-virus-strain-in-air-as-influenza-ca/","http://pbs.twimg.com/media/DXZivzEVoAAFCtU.jpg","https://t.co/PTOWXCe1DA","https://twitter.com/ArkansasOnline/status/970071346062520320/photo/1","photo","http://pbs.twimg.com/media/DXZivzEVoAAFCtU.jpg","https://t.co/PTOWXCe1DA","https://twitter.com/ArkansasOnline/status/970071346062520320/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x970071195772178432",2018-03-03 22:59:30,"x23465415","HotRod515","RT @WKOW: GOOD NEWS/BAD NEWS ABOUT THE FLU A local expert says one strain of the flu virus has reached its peak in Wisconsin but others are…","Twitter for Android",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x18456335","WKOW","en",,,,,,,,,,,,,,,,"x970007808568635392","GOOD NEWS/BAD NEWS ABOUT THE FLU A local expert says one strain of the flu virus has reached its peak in Wisconsin but others are still circulating, so you can actually get the flu more than once. #WKOW https://t.co/gZHEDiTw1F",2018-03-03 18:47:38,,1,"x18456335","WKOW","WKOW 27",35884,885,91847,"Madison, WI","WKOW: We've Got You Covered with breaking news, weather and sports",FALSE,,,,,,,,,
"x970070944386506752",2018-03-03 22:58:30,"x44924283","AniBlack","RT @picardonhealth: Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza","Twitter for iPhone",131,,,,FALSE,TRUE,0,3,"Influenza",,"cbc.ca/news/health/fl…","https://t.co/iFpEKkeABp","http://www.cbc.ca/news/health/flu-children-1.4560066",,,,,,,,,"x252794509 16341166 18999585 726103488","picardonhealth PHAC_GC CBCHealth epaultaylor","en",,,,,,,,,,,,,,,,"x970065583965433856","Flu activity slowly decreasing, @PHAC_GC reports https://t.co/iFpEKkeABp via @CBCHealth @epaultaylor #Influenza",2018-03-03 22:37:12,,4,"x252794509","picardonhealth","André Picard",70525,1504,93774,"Montréal","André Picard is the health columnist at The Globe and Mail. I tweet and RT about health issues, running and journalism. RTs not endorsements, etc.",TRUE,,,,,,,,,
"x970070588424359937",2018-03-03 22:57:05,"x1958843174","kmot_07979","RT @aafp: ACIP: FluMist OK to Use During 2018-19 #Influenza Season https://t.co/f7pvqn6CXy https://t.co/PKWOSNiE97","Twitter for Android",114,,,,FALSE,TRUE,0,2,"Influenza",,"ow.ly/trl130iJyEa","https://t.co/f7pvqn6CXy","http://ow.ly/trl130iJyEa","http://pbs.twimg.com/media/DXZVECpUQAUVd6Z.jpg","https://t.co/PKWOSNiE97","https://twitter.com/aafp/status/970056300330717184/photo/1","photo","http://pbs.twimg.com/media/DXZVECpUQAUVd6Z.jpg","https://t.co/PKWOSNiE97","https://twitter.com/aafp/status/970056300330717184/photo/1",,"x14500190","aafp","en",,,,,,,,,,,,,,,,"x970056300330717184","ACIP: FluMist OK to Use During 2018-19 #Influenza Season https://t.co/f7pvqn6CXy https://t.co/PKWOSNiE97",2018-03-03 22:00:19,,0,"x14500190","aafp","AAFP",33886,2719,21276,"Leawood, KS","The American Academy of Family Physicians represents 129,000 family physicians, family medicine residents, and medical students.",TRUE,,,,,,,,,
