"status_id","created_at","user_id","screen_name","text","source","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x971705817148862465",2018-03-08 11:14:54,"x48236284","deirdrizzy","Haven’t been to sleep yet because I can’t stop coughing :)) We love cold and flu szn!!!!","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json","Manhattan","Manhattan, NY","city","United States","US",,,"-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483"
"x971637344750088192",2018-03-08 06:42:49,"x3788653393","nina_health","We may be over the peak flu season but it’s not over yet! @CDCgov suggests coughing or sneezing into your upper sleeve to stop the spread of germs #achoo #whenindoubtdab https://t.co/l6eMbizNm4","Twitter for iPhone",,,,FALSE,FALSE,0,0,"achoo whenindoubtdab",,,,,"http://pbs.twimg.com/tweet_video_thumb/DXvy_zNU8AAlcTq.jpg","https://t.co/l6eMbizNm4","https://twitter.com/nina_health/status/971637344750088192/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DXvy_zNU8AAlcTq.jpg","https://t.co/l6eMbizNm4","https://twitter.com/nina_health/status/971637344750088192/photo/1",,"x146569971","CDCgov","en",,,,,,,,,,,,,
"x971634467059138560",2018-03-08 06:31:23,"x4729207763","RudinskyC","Dang it! Thought I was done with this flu thing two weeks ago but laughing still starts me into coughing fits. What the heck??","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971608587297546246",2018-03-08 04:48:33,"x14076265","RavenWorks","Emo Phillips made me laugh so hard I started coughing up flu phlegm from last week…","TweetDeck","x971608474886041600","x14076265","RavenWorks",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971591145338884096",2018-03-08 03:39:14,"x731041920","chelsarielo","I can’t stop coughing and I sound so horrible 😭 this flu did not come to play","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971583409981190146",2018-03-08 03:08:30,"x837357251417554944","shmecca_t","TFW you have the flu and your boyfriend says it sounds Ike you aren’t “coughing hard enough”","Twitter for iPhone",,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971576420437778432",2018-03-08 02:40:44,"x28481809","GildaSquire","@Delta In this terrible flu season and on flight 427, passenger is clearly not well w/ a severe cold or flu, frequent coughing w/o covering mouth, and flight attendant gives me the side eye bc I want to move.","Twitter for iPhone",,"x5920532","Delta",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x5920532","Delta","en",,,,,,,,,,,,,
"x971571947313090560",2018-03-08 02:22:57,"x17983062","NotintheMood","@DanAshTreeLane Stupid flu. I got better and now I’m feeling worse and coughing again and I’m current covering for my co worker who’s on vacation for three weeks.","Twitter for iPhone","x971571258524684288","x124545399","DanAshTreeLane",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x124545399","DanAshTreeLane","en",,,,,,,,,,,,,
"x971548039910486016",2018-03-08 00:47:57,"x35541069","Marche800","RT @cute_hospital: Here’s a video of me wearing a flu mask to work bc I was sick and coughing https://t.co/K2fiZ8MDZO","Twitter for Android",,,,FALSE,TRUE,0,2,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/971470083091439616/pu/img/nW3EE_WNw4iV_NJC.jpg","https://t.co/K2fiZ8MDZO","https://twitter.com/cute_hospital/status/971470131112087557/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/971470083091439616/pu/img/nW3EE_WNw4iV_NJC.jpg","https://t.co/K2fiZ8MDZO","https://twitter.com/cute_hospital/status/971470131112087557/video/1",,"x3548209762","cute_hospital","en",,,"x971470131112087557","Here’s a video of me wearing a flu mask to work bc I was sick and coughing https://t.co/K2fiZ8MDZO",,,,,,,,,
"x971527846463127552",2018-03-07 23:27:43,"x779691335125045248","ozcrimenews","This came about as I noticed people with flu's coughing, putting right hand to mouth then using trolly or basket.","Twitter for Android","x971417649346314240","x779691335125045248","ozcrimenews",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971522697669816320",2018-03-07 23:07:15,"x235835356","nickelbynickel","GUESs who got the flu, brought home by boyfriend from an airplane... And now has bronchitis and is embarrassingly coughing every 5mins at new job/first week, thats right, moi!","Twitter Lite",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971518508759699456",2018-03-07 22:50:37,"x1187127126","TheNicoleCena","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for iPhone",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971512348765597701",2018-03-07 22:26:08,"x8500962","vgr","This bad cold/flu season is the insult to the injury of the zeitgeist rn. On my third one (despite flu shot) and going stir-crazy from Starbucks withdrawal 😐🤒🤧

You: “Great Weirding wearing me down”

Universe: “Want sneezing, coughing, sore throat, fever, body ache with that?”","Twitter Lite",,,,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971499685566300160",2018-03-07 21:35:49,"x3260140142","MaddiCallaway","@AprilCPA1991 Just Tylenol cold &amp; flu 🤷🏼‍♀️ which really helped initiate but doesn't seem to do much now. I'm still coughing up stuff, sneezing &amp; sniffing","Twitter for iPhone","x971498857581481985","x969410239274668033","AprilCPA1991",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x969410239274668033","AprilCPA1991","en",,,,,,,,,,,,,
"x971475483064848384",2018-03-07 19:59:38,"x2845723247","djagaimo","RT @cute_hospital: Here’s a video of me wearing a flu mask to work bc I was sick and coughing https://t.co/K2fiZ8MDZO","Twitter for iPhone",,,,FALSE,TRUE,0,2,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/971470083091439616/pu/img/nW3EE_WNw4iV_NJC.jpg","https://t.co/K2fiZ8MDZO","https://twitter.com/cute_hospital/status/971470131112087557/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/971470083091439616/pu/img/nW3EE_WNw4iV_NJC.jpg","https://t.co/K2fiZ8MDZO","https://twitter.com/cute_hospital/status/971470131112087557/video/1",,"x3548209762","cute_hospital","en",,,"x971470131112087557","Here’s a video of me wearing a flu mask to work bc I was sick and coughing https://t.co/K2fiZ8MDZO",,,,,,,,,
"x971470131112087557",2018-03-07 19:38:22,"x3548209762","cute_hospital","Here’s a video of me wearing a flu mask to work bc I was sick and coughing https://t.co/K2fiZ8MDZO","Twitter for iPhone",,,,FALSE,FALSE,117,2,,,,,,"http://pbs.twimg.com/ext_tw_video_thumb/971470083091439616/pu/img/nW3EE_WNw4iV_NJC.jpg","https://t.co/K2fiZ8MDZO","https://twitter.com/cute_hospital/status/971470131112087557/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/971470083091439616/pu/img/nW3EE_WNw4iV_NJC.jpg","https://t.co/K2fiZ8MDZO","https://twitter.com/cute_hospital/status/971470131112087557/video/1",,,,"en",,,,,,,,,,,,,
"x971459041452068864",2018-03-07 18:54:18,"x1097354112","gatorguts","If I don't have a pack of sweet abs from sneezing and coughing so much by the time this flu passes, I'll be disappointed.","Twitter for Android",,,,FALSE,FALSE,7,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971455412162760707",2018-03-07 18:39:53,"x27830822","stephiegal","I’m surrounded by coughing people in the Chicago airport. I refuse to get the flu.😷 https://t.co/RfN6Fb4YZp","Twitter for iPhone",,,,FALSE,FALSE,7,0,,,,,,"http://pbs.twimg.com/tweet_video_thumb/DXtNieuWsAU5PZZ.jpg","https://t.co/RfN6Fb4YZp","https://twitter.com/stephiegal/status/971455412162760707/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/DXtNieuWsAU5PZZ.jpg","https://t.co/RfN6Fb4YZp","https://twitter.com/stephiegal/status/971455412162760707/photo/1",,,,"en",,,,,,,,,,,,,
"x971390517220175872",2018-03-07 14:22:01,"x861953733730725888","NCA_Construct","Sniffing. Sneezing. Coughing. Tis the season for those telltale signs of the flu to strike our homes, community,... https://t.co/XeWqJqcRKZ","Facebook",,,,FALSE,FALSE,0,0,,,"fb.me/INjMkibZ","https://t.co/XeWqJqcRKZ","https://fb.me/INjMkibZ",,,,,,,,,,,"en",,,,,,,,,,,,,
"x971286726554603520",2018-03-07 07:29:35,"x351356453","YoungDocJustin","Y’all, there’s a dude on this flight coughing all reckless without covering his mouth 2 rows back...I did not survive flu season to go out like this! Dr. Young is not pleased! Jesus be some hand sanitizer and a face mask! #gross #nohometraining #coveryourmouth","Twitter for iPhone",,,,FALSE,FALSE,1,0,"gross nohometraining coveryourmouth",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971272817487630338",2018-03-07 06:34:19,"x834652261875871744","AbrahamAlyzah","@jollyeaker @Squatch_XXL @PwrCane1 @winwithTrump45 @Melody7473 @DonTheCon13 @Bahaullah_Lives @lostandlovinit @DAFUQUSA @jonos100 @instinctnaturel @xXGarboXx @TDeLynne @alshadowdancer @RoyMunsonAZ @garywil80738274 @libertyschild1 @ICanPlainlySee @LambethJr @Jodythewittycat @hellcheez @TricoLorro @gok_gabriel @CatTonic1 @diamondsnjeans @HAGOODMANAUTHOR @RUGER1022badass @DinaSaS69 @TerniValentine @Simply_Louisa @FKNFairyPrinces @Bkrenfro5Renfro @marcialynnjones @KatherinVII @mercer4pussgrab @Patriot4sure @Elepitts1997 @ignorancecosts @PeterPa59806913 @Putinshorse @left_republic @PotPolitics @BluDiamindVIi @Methos48970151 @jeeptec420 @Trumplife2020 @PawnSpicer @Triton102 @newgar @TRUMP4H0PE Big deal. I coughed for over a year, starting with a coughing flu going around that slowly bloomed into walking pneumonia. Takes a lot out of you, especially if you’re trying to keep up with a busy campaign.","Twitter for iPad","x971269274751860737","x3617789295","jollyeaker",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x3617789295 786381879414960128 221057688 16023602 882072548862590976 925012723229962242 946070477767938048 20739982 784936985685209088 364792185 2246350868 844148907764596737 116916044 31551908 887838159739813888 901979260977418240 2291548951 759110604456095746 793520659007758336 781345826677198848 319084822 40115706 766683144472842240 887792189710909440 165172558 2513881490 873937792266534915 243396479 1115854710 3385118925 295476153 2902859852 77417989 603758566 944279552125259776 2849363473 742085711466106880 117510407 831390752202592258 946930711902089217 801377943205330944 249761195 701557974549078016 953476442469236737 1914143618 945219696164343808 824468071544983552 948330221480108035 25723570 2538965693","jollyeaker Squatch_XXL PwrCane1 winwithTrump45 Melody7473 DonTheCon13 Bahaullah_Lives lostandlovinit DAFUQUSA jonos100 instinctnaturel xXGarboXx TDeLynne alshadowdancer RoyMunsonAZ garywil80738274 libertyschild1 ICanPlainlySee LambethJr Jodythewittycat hellcheez TricoLorro gok_gabriel CatTonic1 diamondsnjeans HAGOODMANAUTHOR RUGER1022badass DinaSaS69 TerniValentine Simply_Louisa FKNFairyPrinces Bkrenfro5Renfro marcialynnjones KatherinVII mercer4pussgrab Patriot4sure Elepitts1997 ignorancecosts PeterPa59806913 Putinshorse left_republic PotPolitics BluDiamindVIi Methos48970151 jeeptec420 Trumplife2020 PawnSpicer Triton102 newgar TRUMP4H0PE","en",,,,,,,,,,,,,
"x971242560684478470",2018-03-07 04:34:05,"x425580747","JesseM1031","just gave my neighbor a ride and this foo couldn’t stop coughing/nose was running and shit, I told him if he had the flu and he said yeah hope I don’t get sick. My ass tripping lol","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971230262213431296",2018-03-07 03:45:13,"x2479133701","k5krew","RT @r2rnow: Fever is gone, but you're still coughing and sneezing? You might want to stay home. Here's when — and for how long — your flu i…","Twitter for iPhone",,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,"x2837670442","r2rnow","en",,,"x971062884305383424","Fever is gone, but you're still coughing and sneezing? You might want to stay home. Here's when — and for how long — your flu is still contagious: https://t.co/2A3jnb28QA via @globalnews @HRHospital https://t.co/zVMuUH3KVd",,,,,,,,,
"x971207100926840838",2018-03-07 02:13:11,"x1896261594","Boybandologist","This flu/cough won’t disappear. Tired of coughing and it hurting.. and sometimes ending up throwing up. That’s how bad this cold is😔😷🤧🤒🤢","Twitter for iPhone",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971177251579441154",2018-03-07 00:14:35,"x957119468672397312","SyedSalu800","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for Android",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971158032561315840",2018-03-06 22:58:12,"x15434432","WinObs","RT @sqlstudent144: Given the amount of coughing I've been doing and hearing I'll be truly shocked if there isn't a major nerd flu in the ne…","Tweetium for Windows",,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,"x2351612082","sqlstudent144","en",,,"x971157938172669953","Given the amount of coughing I've been doing and hearing I'll be truly shocked if there isn't a major nerd flu in the next few days. #mvpbuzz #mvpsummit",,,,,,,,,
"x971157938172669953",2018-03-06 22:57:50,"x2351612082","sqlstudent144","Given the amount of coughing I've been doing and hearing I'll be truly shocked if there isn't a major nerd flu in the next few days. #mvpbuzz #mvpsummit","TweetDeck",,,,FALSE,FALSE,3,1,"mvpbuzz mvpsummit",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971141610573479936",2018-03-06 21:52:57,"x156350717","paigelayton","I have the flu &amp; can’t stop coughing but my doctor said she doesn’t feel comfortable giving a 21 year old codine... so she gave me what she called “old lady pills”...","Twitter for iPhone",,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,"https://api.twitter.com/1.1/geo/id/a592bd6ceb1319f7.json","San Diego","San Diego, CA","city","United States","US",,,"-117.282538 -116.9274403 -116.9274403 -117.282538 32.53962 32.53962 33.0804044 33.0804044"
"x971120090648281088",2018-03-06 20:27:26,"x1262139127","FlairCool","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for Android",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971119998893686785",2018-03-06 20:27:04,"x406633516","Ajgirl21Melissa","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for Android",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971119707683262464",2018-03-06 20:25:55,"x495324189","HectorSoltren","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for Android",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971112123899133952",2018-03-06 19:55:47,"x3109189060","Tyler_w00ds","We talkin about how da flu been goin around in my social injustice class and my professor keep coughing and ion know how to feel about it","Twitter for iPhone",,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x971107317382090752",2018-03-06 19:36:41,"x484152773","bykaylie","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for iPhone",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971099965685731328",2018-03-06 19:07:28,"x428038236","eTEKNIQ","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for Android",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971096505280090114",2018-03-06 18:53:43,"x895269504338583552","mattshan14","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter Web Client",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
"x971094629851463680",2018-03-06 18:46:16,"x2290508940","tchristopher247","RT @mslayel: My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my…","Twitter for Android",,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x48623391","mslayel","en",,,"x971093068203085826","My family are dropping like flies kinda like Tag “you’ve got the flu” plz I don’t want to get sick .... not too sure about my chances at escaping this Flu!! #pray #heathly #greatimmunesystem #fam #snot #coughing #london #cold 💋 https://t.co/G52cdtyzkU",,,,,,,,,
